num_procesos,tiempo,puntaje,param_num_particulas,param_w,param_c1,param_c2,x1,x2
6,3.0903,343056864.3474239,50,0.9,1.0,1.5,65.50609483781945,61.80461701758358
6,18.3443,343056864.3474239,50,0.5,1.0,0.5,77.57533329914071,77.9974678545971
