num_procesos,tiempo,puntaje,param_num_particulas,param_w,param_c1,param_c2
5,3.6123,0.7499984709579602,30.0,0.4,2.5,0.5
5,3.1534,961.7152135783626,40.0,0.4,2.0,1.0
